id,building,carbon,climate,economy,energy,food,general,life,pollution,prod&cons,resources,transport,dedicated,total
DIE-LM-28,1,0,0,0,2,0,0,1,1,0,0,2,2,4
DIE-LM-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIE-LM-25,0,0,0,0,1,0,0,0,0,0,0,1,0,1
DIC-LM-35,0,0,0,0,3,0,0,2,4,0,0,0,2,4
DIC-LM-31,1,0,1,0,0,0,0,0,0,0,0,0,1,1
DIC-LM-23-TRA,0,0,2,0,0,0,0,2,3,0,1,2,0,7
DIC-LM-23-GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEI-LM-77-FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEI-LM-56,3,0,1,0,2,1,0,4,0,0,0,0,2,7
DEI-LM-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEI-LM-77-DIR,0,0,0,2,1,0,0,1,1,1,1,0,1,2
DI3-LM-70,0,0,0,0,1,0,0,0,0,0,0,0,1,1
DEI-L-18-RG,0,0,0,1,0,0,0,0,0,0,0,0,1,1
DEI-L-18,0,0,0,1,1,0,0,2,1,0,0,0,1,3
DI3-LM-69,0,0,1,1,3,4,0,9,0,2,1,2,3,13
DEI-L-33,0,0,1,0,0,0,0,1,0,0,0,0,0,2
DI3-LM-7,0,0,0,0,2,1,0,4,2,2,0,0,1,7
DI3-L-21,6,0,5,0,1,7,0,14,5,0,1,3,12,24
DI3-L26-RISTORAZIONE,0,0,1,0,0,0,0,3,0,0,0,0,0,4
DFA-L-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DI3-L-26,0,0,0,0,0,0,0,1,1,0,0,1,0,3
DIC-L-7-CAG,0,0,0,1,1,0,0,1,1,0,0,2,2,4
DFA-LM-17,0,0,0,0,0,0,0,0,2,0,1,0,0,3
LEX-HOME,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DI3-LM-75,0,0,1,0,0,2,0,7,3,0,0,0,4,10
DI3-L-25,0,0,0,0,1,7,0,10,2,0,0,0,1,16
MED-LSNT3-DIETISTICA,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DIP-L-34,0,0,2,0,0,0,0,2,0,0,0,0,0,4
BIO-L-2,0,1,0,1,1,1,0,3,3,1,0,0,1,9
MED-LSNT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED-LSNT3-RADIOLOGIA,0,0,0,0,0,0,0,2,0,0,0,0,0,2
BIO-LSNT2-FT,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BIO-LSNT2-ORTOTTICA,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BIO-L-22,0,0,0,0,0,0,0,1,2,0,0,0,0,3
BIO-LSNT2-TERAPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFI-LSNT3-LABBIO,0,0,0,0,0,0,0,1,1,0,0,0,0,2
GFI-LMSNT2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DSP-L-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIS-L-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DSP-LM-87,0,0,0,0,0,0,0,0,0,0,1,0,0,1
DIS-L-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSP-LM-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIS-L-10,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DSP-LM-84,0,0,0,0,0,0,0,2,0,0,0,0,0,2
DIS-LM-38,0,0,1,0,1,0,0,2,1,0,0,0,1,2
DIS-LM-78,0,0,1,0,0,0,0,1,1,0,0,0,1,1
DIS-LM-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFI-LSNT3-AUDIO,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DIS-LM-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFI-LSNT2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
DIS-L-19,0,0,1,0,0,0,0,2,0,0,0,0,1,2
DIS-L-15-ST,0,0,0,0,0,0,0,2,0,0,0,0,0,2
DIC-LMCU-4,4,0,3,1,2,0,0,7,1,0,1,0,4,11
DIC-LM-33,0,2,0,0,3,0,0,2,2,1,0,0,2,5
DIC-LM-22,0,0,0,0,1,0,0,4,0,1,2,0,1,5
ARC-LM-4,4,0,2,1,4,0,0,4,0,0,0,0,4,8
DSF-LM-13,0,0,0,0,1,0,0,0,1,0,0,0,0,2
DSF-LM-13_CTF,0,0,0,0,0,0,0,0,3,0,0,0,0,3
DSF-L-29_SFA,0,0,2,0,1,0,0,4,7,0,1,0,3,9
DIE-L-8-INF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIE-L-9,2,0,0,0,3,0,0,0,1,0,0,3,0,5
DIE-L-8-ELE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMI-LM-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIS-LM-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMI-LM-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
